year,reporter,partner,product,indicator,value
2007,FIN,BGR,Total,XPRT-TRD-VL,113270.449
2008,FIN,BGR,Total,XPRT-TRD-VL,127304.679
2009,FIN,BGR,Total,XPRT-TRD-VL,80399.414
2010,FIN,BGR,Total,XPRT-TRD-VL,64553.54
2011,FIN,BGR,Total,XPRT-TRD-VL,62189.36
2012,FIN,BGR,Total,XPRT-TRD-VL,72382.101
2013,FIN,BGR,Total,XPRT-TRD-VL,54175.251
2014,FIN,BGR,Total,XPRT-TRD-VL,63411.689
2015,FIN,BGR,Total,XPRT-TRD-VL,69016.891
2016,FIN,BGR,Total,XPRT-TRD-VL,76371.809
2017,FIN,BGR,Total,XPRT-TRD-VL,77461.761972952
2018,FIN,BGR,Total,XPRT-TRD-VL,86230.9776620505
2019,FIN,BGR,Total,XPRT-TRD-VL,74952.5855349969
2020,FIN,BGR,Total,XPRT-TRD-VL,93856.521716628
2021,FIN,BGR,Total,XPRT-TRD-VL,119435.803689784
2022,FIN,BGR,Total,XPRT-TRD-VL,114499.981491
2002,FIN,HRV,Total,XPRT-TRD-VL,31634.888
2003,FIN,HRV,Total,XPRT-TRD-VL,35966.747
2004,FIN,HRV,Total,XPRT-TRD-VL,40815.334
2005,FIN,HRV,Total,XPRT-TRD-VL,32728.208
2006,FIN,HRV,Total,XPRT-TRD-VL,46782.054
2007,FIN,HRV,Total,XPRT-TRD-VL,66982.092
2008,FIN,HRV,Total,XPRT-TRD-VL,89848.337
2009,FIN,HRV,Total,XPRT-TRD-VL,72137.754
2010,FIN,HRV,Total,XPRT-TRD-VL,69200.707
2011,FIN,HRV,Total,XPRT-TRD-VL,103792.295
2012,FIN,HRV,Total,XPRT-TRD-VL,68542.558
2013,FIN,HRV,Total,XPRT-TRD-VL,25531.281
2014,FIN,HRV,Total,XPRT-TRD-VL,30749.228
2015,FIN,HRV,Total,XPRT-TRD-VL,27028.952
2016,FIN,HRV,Total,XPRT-TRD-VL,31685.004
2017,FIN,HRV,Total,XPRT-TRD-VL,31631.054806876
2018,FIN,HRV,Total,XPRT-TRD-VL,35998.1120668291
2019,FIN,HRV,Total,XPRT-TRD-VL,49115.1242748361
2020,FIN,HRV,Total,XPRT-TRD-VL,38470.294338432
2021,FIN,HRV,Total,XPRT-TRD-VL,47796.0592966193
2022,FIN,HRV,Total,XPRT-TRD-VL,64562.204055
2002,FIN,SVK,Total,XPRT-TRD-VL,78808.592
2003,FIN,SVK,Total,XPRT-TRD-VL,100350.378
2004,FIN,SVK,Total,XPRT-TRD-VL,89901.237
2005,FIN,SVK,Total,XPRT-TRD-VL,76459.976
2006,FIN,SVK,Total,XPRT-TRD-VL,130605.362
2007,FIN,SVK,Total,XPRT-TRD-VL,164978.939
2008,FIN,SVK,Total,XPRT-TRD-VL,209624.806
2009,FIN,SVK,Total,XPRT-TRD-VL,138638.673
2010,FIN,SVK,Total,XPRT-TRD-VL,149903.247
2011,FIN,SVK,Total,XPRT-TRD-VL,147034.126
2012,FIN,SVK,Total,XPRT-TRD-VL,145796.709
2013,FIN,SVK,Total,XPRT-TRD-VL,128300.254
2014,FIN,SVK,Total,XPRT-TRD-VL,145778.653
2015,FIN,SVK,Total,XPRT-TRD-VL,136793.928
2016,FIN,SVK,Total,XPRT-TRD-VL,112390.107
2017,FIN,SVK,Total,XPRT-TRD-VL,135703.319597468
2018,FIN,SVK,Total,XPRT-TRD-VL,151982.388354316
2019,FIN,SVK,Total,XPRT-TRD-VL,150031.89837824
2020,FIN,SVK,Total,XPRT-TRD-VL,190091.363921316
2021,FIN,SVK,Total,XPRT-TRD-VL,195636.316540561
2022,FIN,SVK,Total,XPRT-TRD-VL,226055.722204
2002,FIN,SVN,Total,XPRT-TRD-VL,34474.183
2003,FIN,SVN,Total,XPRT-TRD-VL,37961.321
2004,FIN,SVN,Total,XPRT-TRD-VL,48811.305
2005,FIN,SVN,Total,XPRT-TRD-VL,73151.479
2006,FIN,SVN,Total,XPRT-TRD-VL,137617.836
2007,FIN,SVN,Total,XPRT-TRD-VL,144982.776
2008,FIN,SVN,Total,XPRT-TRD-VL,184447.049
2009,FIN,SVN,Total,XPRT-TRD-VL,102106.779
2010,FIN,SVN,Total,XPRT-TRD-VL,94150.746
2011,FIN,SVN,Total,XPRT-TRD-VL,118786.167
2012,FIN,SVN,Total,XPRT-TRD-VL,80942.337
2013,FIN,SVN,Total,XPRT-TRD-VL,77825.044
2014,FIN,SVN,Total,XPRT-TRD-VL,81118.091
2015,FIN,SVN,Total,XPRT-TRD-VL,86007.882
2016,FIN,SVN,Total,XPRT-TRD-VL,83315.058
2017,FIN,SVN,Total,XPRT-TRD-VL,68230.148670656
2018,FIN,SVN,Total,XPRT-TRD-VL,85935.2346635335
2019,FIN,SVN,Total,XPRT-TRD-VL,70697.1548104629
2020,FIN,SVN,Total,XPRT-TRD-VL,62257.069723728
2021,FIN,SVN,Total,XPRT-TRD-VL,89950.9606238331
2022,FIN,SVN,Total,XPRT-TRD-VL,92765.163073
2002,FIN,LTU,Total,XPRT-TRD-VL,249862.763
2003,FIN,LTU,Total,XPRT-TRD-VL,297579.993
2004,FIN,LTU,Total,XPRT-TRD-VL,331143.067
2005,FIN,LTU,Total,XPRT-TRD-VL,385352.11
2006,FIN,LTU,Total,XPRT-TRD-VL,463479.924
2007,FIN,LTU,Total,XPRT-TRD-VL,566989.89
2008,FIN,LTU,Total,XPRT-TRD-VL,562651.224
2009,FIN,LTU,Total,XPRT-TRD-VL,263800.938
2010,FIN,LTU,Total,XPRT-TRD-VL,285214.53
2011,FIN,LTU,Total,XPRT-TRD-VL,464913.794
2012,FIN,LTU,Total,XPRT-TRD-VL,411059.641
2013,FIN,LTU,Total,XPRT-TRD-VL,467097.189
2014,FIN,LTU,Total,XPRT-TRD-VL,492993.303
2015,FIN,LTU,Total,XPRT-TRD-VL,424257.63
2016,FIN,LTU,Total,XPRT-TRD-VL,427911.14
2017,FIN,LTU,Total,XPRT-TRD-VL,561020.97655282
2018,FIN,LTU,Total,XPRT-TRD-VL,652176.271212089
2019,FIN,LTU,Total,XPRT-TRD-VL,656406.91991912
2020,FIN,LTU,Total,XPRT-TRD-VL,637664.7260016
2021,FIN,LTU,Total,XPRT-TRD-VL,918998.175396887
2022,FIN,LTU,Total,XPRT-TRD-VL,1002125.189568
2002,FIN,LVA,Total,XPRT-TRD-VL,296997.343
2003,FIN,LVA,Total,XPRT-TRD-VL,361012.478
2004,FIN,LVA,Total,XPRT-TRD-VL,423829.64
2005,FIN,LVA,Total,XPRT-TRD-VL,514983.73
2006,FIN,LVA,Total,XPRT-TRD-VL,583323.869
2007,FIN,LVA,Total,XPRT-TRD-VL,646508.464
2008,FIN,LVA,Total,XPRT-TRD-VL,598398.98
2009,FIN,LVA,Total,XPRT-TRD-VL,266803.407
2010,FIN,LVA,Total,XPRT-TRD-VL,402455.439
2011,FIN,LVA,Total,XPRT-TRD-VL,604821.98
2012,FIN,LVA,Total,XPRT-TRD-VL,614262.795
2013,FIN,LVA,Total,XPRT-TRD-VL,665398.454
2014,FIN,LVA,Total,XPRT-TRD-VL,927469.2
2015,FIN,LVA,Total,XPRT-TRD-VL,674746.943
2016,FIN,LVA,Total,XPRT-TRD-VL,565958.124
2017,FIN,LVA,Total,XPRT-TRD-VL,644978.995312092
2018,FIN,LVA,Total,XPRT-TRD-VL,718677.447772766
2019,FIN,LVA,Total,XPRT-TRD-VL,683669.130146075
2020,FIN,LVA,Total,XPRT-TRD-VL,625562.739053472
2021,FIN,LVA,Total,XPRT-TRD-VL,772561.442962095
2022,FIN,LVA,Total,XPRT-TRD-VL,852734.994312
2002,FIN,EST,Total,XPRT-TRD-VL,1148776.934
2003,FIN,EST,Total,XPRT-TRD-VL,1287989.831
2004,FIN,EST,Total,XPRT-TRD-VL,1728742.767
2005,FIN,EST,Total,XPRT-TRD-VL,1685015.501
2006,FIN,EST,Total,XPRT-TRD-VL,2215273.31
2007,FIN,EST,Total,XPRT-TRD-VL,2403466.459
2008,FIN,EST,Total,XPRT-TRD-VL,2124339.149
2009,FIN,EST,Total,XPRT-TRD-VL,1227027.347
2010,FIN,EST,Total,XPRT-TRD-VL,1483643.769
2011,FIN,EST,Total,XPRT-TRD-VL,1727735.279
2012,FIN,EST,Total,XPRT-TRD-VL,2159763.759
2013,FIN,EST,Total,XPRT-TRD-VL,2305473.068
2014,FIN,EST,Total,XPRT-TRD-VL,2349403.745
2015,FIN,EST,Total,XPRT-TRD-VL,1725259.605
2016,FIN,EST,Total,XPRT-TRD-VL,1638895.45
2017,FIN,EST,Total,XPRT-TRD-VL,2013143.7850928
2018,FIN,EST,Total,XPRT-TRD-VL,2035485.89935305
2019,FIN,EST,Total,XPRT-TRD-VL,1943553.75256031
2020,FIN,EST,Total,XPRT-TRD-VL,1952313.68821606
2021,FIN,EST,Total,XPRT-TRD-VL,2821929.59371041
2022,FIN,EST,Total,XPRT-TRD-VL,3721921.703154
2002,FIN,LUX,Total,XPRT-TRD-VL,35864.419
2003,FIN,LUX,Total,XPRT-TRD-VL,47616.684
2004,FIN,LUX,Total,XPRT-TRD-VL,72301.373
2005,FIN,LUX,Total,XPRT-TRD-VL,71088.311
2006,FIN,LUX,Total,XPRT-TRD-VL,42569.128
2007,FIN,LUX,Total,XPRT-TRD-VL,47702.499
2008,FIN,LUX,Total,XPRT-TRD-VL,58309.299
2009,FIN,LUX,Total,XPRT-TRD-VL,19477.467
2010,FIN,LUX,Total,XPRT-TRD-VL,17753.207
2011,FIN,LUX,Total,XPRT-TRD-VL,25436.944
2012,FIN,LUX,Total,XPRT-TRD-VL,20074.646
2013,FIN,LUX,Total,XPRT-TRD-VL,26936.032
2014,FIN,LUX,Total,XPRT-TRD-VL,27027.984
2015,FIN,LUX,Total,XPRT-TRD-VL,23958.599
2016,FIN,LUX,Total,XPRT-TRD-VL,23998.402
2017,FIN,LUX,Total,XPRT-TRD-VL,25481.784894916
2018,FIN,LUX,Total,XPRT-TRD-VL,26172.4909053888
2019,FIN,LUX,Total,XPRT-TRD-VL,24036.880314667
2020,FIN,LUX,Total,XPRT-TRD-VL,30935.067418992
2021,FIN,LUX,Total,XPRT-TRD-VL,42183.3083839794
2022,FIN,LUX,Total,XPRT-TRD-VL,45531.228049
2002,FIN,CYP,Total,XPRT-TRD-VL,13287.213
2003,FIN,CYP,Total,XPRT-TRD-VL,15032.173
2004,FIN,CYP,Total,XPRT-TRD-VL,78155.947
2005,FIN,CYP,Total,XPRT-TRD-VL,176413.276
2006,FIN,CYP,Total,XPRT-TRD-VL,63976.765
2007,FIN,CYP,Total,XPRT-TRD-VL,40988.954
2008,FIN,CYP,Total,XPRT-TRD-VL,271133.468
2009,FIN,CYP,Total,XPRT-TRD-VL,287555.607
2010,FIN,CYP,Total,XPRT-TRD-VL,27689.927
2011,FIN,CYP,Total,XPRT-TRD-VL,24093.745
2012,FIN,CYP,Total,XPRT-TRD-VL,25362.952
2013,FIN,CYP,Total,XPRT-TRD-VL,219631.521
2014,FIN,CYP,Total,XPRT-TRD-VL,17078.855
2015,FIN,CYP,Total,XPRT-TRD-VL,13954.466
2016,FIN,CYP,Total,XPRT-TRD-VL,15426.285
2017,FIN,CYP,Total,XPRT-TRD-VL,399570.307854116
2018,FIN,CYP,Total,XPRT-TRD-VL,170878.299609763
2019,FIN,CYP,Total,XPRT-TRD-VL,159448.818317305
2020,FIN,CYP,Total,XPRT-TRD-VL,18427.94469186
2021,FIN,CYP,Total,XPRT-TRD-VL,23425.7354222398
2022,FIN,CYP,Total,XPRT-TRD-VL,30959.113728
2002,FIN,MLT,Total,XPRT-TRD-VL,42578.776
2003,FIN,MLT,Total,XPRT-TRD-VL,4188.007
2004,FIN,MLT,Total,XPRT-TRD-VL,3866.402
2005,FIN,MLT,Total,XPRT-TRD-VL,8108.076
2006,FIN,MLT,Total,XPRT-TRD-VL,17975.284
2007,FIN,MLT,Total,XPRT-TRD-VL,7948.9
2008,FIN,MLT,Total,XPRT-TRD-VL,8019.386
2009,FIN,MLT,Total,XPRT-TRD-VL,35155.831
2010,FIN,MLT,Total,XPRT-TRD-VL,29217.603
2011,FIN,MLT,Total,XPRT-TRD-VL,27450.511
2012,FIN,MLT,Total,XPRT-TRD-VL,4436.011
2013,FIN,MLT,Total,XPRT-TRD-VL,5543.496
2014,FIN,MLT,Total,XPRT-TRD-VL,41034.816
2015,FIN,MLT,Total,XPRT-TRD-VL,24664.861
2016,FIN,MLT,Total,XPRT-TRD-VL,50562.517
2017,FIN,MLT,Total,XPRT-TRD-VL,90457.6806784
2018,FIN,MLT,Total,XPRT-TRD-VL,14575.279816651
2019,FIN,MLT,Total,XPRT-TRD-VL,19195.3299111904
2020,FIN,MLT,Total,XPRT-TRD-VL,11481.985826388
2021,FIN,MLT,Total,XPRT-TRD-VL,33992.0771489116
2022,FIN,MLT,Total,XPRT-TRD-VL,11606.345016
2002,SAU,CHN,Total,XPRT-TRD-VL,410691.18
2003,SAU,CHN,Total,XPRT-TRD-VL,601923.419
2004,SAU,CHN,Total,XPRT-TRD-VL,923821.155
2005,SAU,CHN,Total,XPRT-TRD-VL,1272519.012
2006,SAU,CHN,Total,XPRT-TRD-VL,1409547.928
2007,SAU,CHN,Total,XPRT-TRD-VL,1673983.353
2008,SAU,CHN,Total,XPRT-TRD-VL,2130873.864
2009,SAU,CHN,Total,XPRT-TRD-VL,2341457.435
2010,SAU,CHN,Total,XPRT-TRD-VL,3604653.572
2011,SAU,CHN,Total,XPRT-TRD-VL,5976120.003
2012,SAU,CHN,Total,XPRT-TRD-VL,6348213.535
2013,SAU,CHN,Total,XPRT-TRD-VL,7424591.947
2014,SAU,CHN,Total,XPRT-TRD-VL,7318351.553
2015,SAU,CHN,Total,XPRT-TRD-VL,5729357.35787126
2016,SAU,CHN,Total,XPRT-TRD-VL,4948566.13168716
2017,SAU,CHN,Total,XPRT-TRD-VL,6216297.83077039
2018,SAU,CHN,Total,XPRT-TRD-VL,9724289.84886941
2019,SAU,CHN,Total,XPRT-TRD-VL,9339877.77507001
2020,SAU,CHN,Total,XPRT-TRD-VL,8181515.87578001
2021,SAU,CHN,Total,XPRT-TRD-VL,10957810.1633881
2002,SAU,USA,Total,XPRT-TRD-VL,550112.421
2003,SAU,USA,Total,XPRT-TRD-VL,639618.4
2004,SAU,USA,Total,XPRT-TRD-VL,603418.354
2005,SAU,USA,Total,XPRT-TRD-VL,759423.451
2006,SAU,USA,Total,XPRT-TRD-VL,568287.16
2007,SAU,USA,Total,XPRT-TRD-VL,802821.596
2008,SAU,USA,Total,XPRT-TRD-VL,969668.145
2009,SAU,USA,Total,XPRT-TRD-VL,670232.567
2010,SAU,USA,Total,XPRT-TRD-VL,1069183.736
2011,SAU,USA,Total,XPRT-TRD-VL,1527524.843
2012,SAU,USA,Total,XPRT-TRD-VL,1965883.791
2013,SAU,USA,Total,XPRT-TRD-VL,1472738.374
2014,SAU,USA,Total,XPRT-TRD-VL,1333181.873
2015,SAU,USA,Total,XPRT-TRD-VL,1761886.3775774
2016,SAU,USA,Total,XPRT-TRD-VL,1525178.29491163
2017,SAU,USA,Total,XPRT-TRD-VL,1532049.3577283
2018,SAU,USA,Total,XPRT-TRD-VL,1837966.69561248
2019,SAU,USA,Total,XPRT-TRD-VL,1025005.68732
2020,SAU,USA,Total,XPRT-TRD-VL,1847336.42346
2021,SAU,USA,Total,XPRT-TRD-VL,4954286.49987617
2002,SAU,DEU,Total,XPRT-TRD-VL,33134.441
2003,SAU,DEU,Total,XPRT-TRD-VL,39285.649
2004,SAU,DEU,Total,XPRT-TRD-VL,90359.58
2005,SAU,DEU,Total,XPRT-TRD-VL,74578.937
2006,SAU,DEU,Total,XPRT-TRD-VL,104766.474
2007,SAU,DEU,Total,XPRT-TRD-VL,141375.146
2008,SAU,DEU,Total,XPRT-TRD-VL,209260.528
2009,SAU,DEU,Total,XPRT-TRD-VL,219692.368
2010,SAU,DEU,Total,XPRT-TRD-VL,200906.384
2011,SAU,DEU,Total,XPRT-TRD-VL,323583.871
2012,SAU,DEU,Total,XPRT-TRD-VL,235479.494
2013,SAU,DEU,Total,XPRT-TRD-VL,288992.361
2014,SAU,DEU,Total,XPRT-TRD-VL,225278.045
2015,SAU,DEU,Total,XPRT-TRD-VL,249991.990491362
2016,SAU,DEU,Total,XPRT-TRD-VL,226130.65278224
2017,SAU,DEU,Total,XPRT-TRD-VL,243645.987999242
2018,SAU,DEU,Total,XPRT-TRD-VL,311745.95896824
2019,SAU,DEU,Total,XPRT-TRD-VL,68224.76569
2020,SAU,DEU,Total,XPRT-TRD-VL,310390.52733
2021,SAU,DEU,Total,XPRT-TRD-VL,429114.279672143
2002,SAU,NLD,Total,XPRT-TRD-VL,251546.448
2003,SAU,NLD,Total,XPRT-TRD-VL,255356.319
2004,SAU,NLD,Total,XPRT-TRD-VL,366257.524
2005,SAU,NLD,Total,XPRT-TRD-VL,499079.797
2006,SAU,NLD,Total,XPRT-TRD-VL,680470.198
2007,SAU,NLD,Total,XPRT-TRD-VL,552472.154
2008,SAU,NLD,Total,XPRT-TRD-VL,615538.369
2009,SAU,NLD,Total,XPRT-TRD-VL,375632.538
2010,SAU,NLD,Total,XPRT-TRD-VL,571208.447
2011,SAU,NLD,Total,XPRT-TRD-VL,706506.483
2012,SAU,NLD,Total,XPRT-TRD-VL,674934.977
2013,SAU,NLD,Total,XPRT-TRD-VL,519511.849
2014,SAU,NLD,Total,XPRT-TRD-VL,461138.535
2015,SAU,NLD,Total,XPRT-TRD-VL,411821.132345376
2016,SAU,NLD,Total,XPRT-TRD-VL,416738.36822213
2017,SAU,NLD,Total,XPRT-TRD-VL,662772.28380838
2018,SAU,NLD,Total,XPRT-TRD-VL,763844.572280559
2019,SAU,NLD,Total,XPRT-TRD-VL,554423.56224
2020,SAU,NLD,Total,XPRT-TRD-VL,530608.52761
2021,SAU,NLD,Total,XPRT-TRD-VL,2722182.7554121
2002,SAU,JPN,Total,XPRT-TRD-VL,230391.221
2003,SAU,JPN,Total,XPRT-TRD-VL,319215.066
2004,SAU,JPN,Total,XPRT-TRD-VL,225484.549
2005,SAU,JPN,Total,XPRT-TRD-VL,299689.005
2006,SAU,JPN,Total,XPRT-TRD-VL,294787.517
2007,SAU,JPN,Total,XPRT-TRD-VL,281849.802
2008,SAU,JPN,Total,XPRT-TRD-VL,357527.114
2009,SAU,JPN,Total,XPRT-TRD-VL,309101.675
2010,SAU,JPN,Total,XPRT-TRD-VL,268416.069
2011,SAU,JPN,Total,XPRT-TRD-VL,256627.521
2012,SAU,JPN,Total,XPRT-TRD-VL,383595.946
2013,SAU,JPN,Total,XPRT-TRD-VL,666987.767
2014,SAU,JPN,Total,XPRT-TRD-VL,806702.881
2015,SAU,JPN,Total,XPRT-TRD-VL,633349.413879421
2016,SAU,JPN,Total,XPRT-TRD-VL,705342.13171195
2017,SAU,JPN,Total,XPRT-TRD-VL,998194.045337696
2018,SAU,JPN,Total,XPRT-TRD-VL,971897.112687124
2019,SAU,JPN,Total,XPRT-TRD-VL,792446.49867
2020,SAU,JPN,Total,XPRT-TRD-VL,665093.09195
2021,SAU,JPN,Total,XPRT-TRD-VL,2076773.48914733
2002,SAU,KOR,Total,XPRT-TRD-VL,141914.844
2003,SAU,KOR,Total,XPRT-TRD-VL,329290.012
2004,SAU,KOR,Total,XPRT-TRD-VL,446304.558
2005,SAU,KOR,Total,XPRT-TRD-VL,704867.644
2006,SAU,KOR,Total,XPRT-TRD-VL,524385.108
2007,SAU,KOR,Total,XPRT-TRD-VL,584864.466
2008,SAU,KOR,Total,XPRT-TRD-VL,677581.38
2009,SAU,KOR,Total,XPRT-TRD-VL,396864.958
2010,SAU,KOR,Total,XPRT-TRD-VL,474428.06
2011,SAU,KOR,Total,XPRT-TRD-VL,879992.3
2012,SAU,KOR,Total,XPRT-TRD-VL,985106.298
2013,SAU,KOR,Total,XPRT-TRD-VL,1365243.84
2014,SAU,KOR,Total,XPRT-TRD-VL,1390821.688
2015,SAU,KOR,Total,XPRT-TRD-VL,914665.216548854
2016,SAU,KOR,Total,XPRT-TRD-VL,696380.78768522
2017,SAU,KOR,Total,XPRT-TRD-VL,761640.709689626
2018,SAU,KOR,Total,XPRT-TRD-VL,1186221.7610777
2019,SAU,KOR,Total,XPRT-TRD-VL,923862.9238
2020,SAU,KOR,Total,XPRT-TRD-VL,844883.75028
2021,SAU,KOR,Total,XPRT-TRD-VL,3378331.09740839
2002,SAU,HKG,Total,XPRT-TRD-VL,288040.627
2003,SAU,HKG,Total,XPRT-TRD-VL,137216.972
2004,SAU,HKG,Total,XPRT-TRD-VL,326638.808
2005,SAU,HKG,Total,XPRT-TRD-VL,519818.514
2006,SAU,HKG,Total,XPRT-TRD-VL,563920.533
2007,SAU,HKG,Total,XPRT-TRD-VL,455230.116
2008,SAU,HKG,Total,XPRT-TRD-VL,285059.29
2009,SAU,HKG,Total,XPRT-TRD-VL,267589.992
2010,SAU,HKG,Total,XPRT-TRD-VL,349319.637
2011,SAU,HKG,Total,XPRT-TRD-VL,477190.996
2012,SAU,HKG,Total,XPRT-TRD-VL,451840.031
2013,SAU,HKG,Total,XPRT-TRD-VL,229899.754
2014,SAU,HKG,Total,XPRT-TRD-VL,233700.938
2015,SAU,HKG,Total,XPRT-TRD-VL,303042.101902745
2016,SAU,HKG,Total,XPRT-TRD-VL,253519.01216086
2017,SAU,HKG,Total,XPRT-TRD-VL,313551.116868373
2018,SAU,HKG,Total,XPRT-TRD-VL,319815.384776918
2019,SAU,HKG,Total,XPRT-TRD-VL,118035.29715
2020,SAU,HKG,Total,XPRT-TRD-VL,266020.47304
2021,SAU,HKG,Total,XPRT-TRD-VL,368299.426259181
2002,SAU,FRA,Total,XPRT-TRD-VL,35648.311
2003,SAU,FRA,Total,XPRT-TRD-VL,76635.029
2004,SAU,FRA,Total,XPRT-TRD-VL,91029.18
2005,SAU,FRA,Total,XPRT-TRD-VL,149597.477
2006,SAU,FRA,Total,XPRT-TRD-VL,256151.96
2007,SAU,FRA,Total,XPRT-TRD-VL,269730.933
2008,SAU,FRA,Total,XPRT-TRD-VL,267643.801
2009,SAU,FRA,Total,XPRT-TRD-VL,282628.49
2010,SAU,FRA,Total,XPRT-TRD-VL,210960.797
2011,SAU,FRA,Total,XPRT-TRD-VL,190612.772
2012,SAU,FRA,Total,XPRT-TRD-VL,283119.287
2013,SAU,FRA,Total,XPRT-TRD-VL,228441.352
2014,SAU,FRA,Total,XPRT-TRD-VL,244005.368
2015,SAU,FRA,Total,XPRT-TRD-VL,394169.715175102
2016,SAU,FRA,Total,XPRT-TRD-VL,335549.40743807
2017,SAU,FRA,Total,XPRT-TRD-VL,410502.308694275
2018,SAU,FRA,Total,XPRT-TRD-VL,349368.833271098
2019,SAU,FRA,Total,XPRT-TRD-VL,97058.90979
2020,SAU,FRA,Total,XPRT-TRD-VL,198275.00194
2021,SAU,FRA,Total,XPRT-TRD-VL,2521022.18470778
2002,SAU,ITA,Total,XPRT-TRD-VL,197339.98
2003,SAU,ITA,Total,XPRT-TRD-VL,236169.895
2004,SAU,ITA,Total,XPRT-TRD-VL,300285.709
2005,SAU,ITA,Total,XPRT-TRD-VL,344385.921
2006,SAU,ITA,Total,XPRT-TRD-VL,400961.47
2007,SAU,ITA,Total,XPRT-TRD-VL,468838.062
2008,SAU,ITA,Total,XPRT-TRD-VL,466762.983
2009,SAU,ITA,Total,XPRT-TRD-VL,365012.861
2010,SAU,ITA,Total,XPRT-TRD-VL,628256.785
2011,SAU,ITA,Total,XPRT-TRD-VL,971514.014
2012,SAU,ITA,Total,XPRT-TRD-VL,932768.899
2013,SAU,ITA,Total,XPRT-TRD-VL,790735.388
2014,SAU,ITA,Total,XPRT-TRD-VL,890703.96
2015,SAU,ITA,Total,XPRT-TRD-VL,761333.885340553
2016,SAU,ITA,Total,XPRT-TRD-VL,700601.5617862
2017,SAU,ITA,Total,XPRT-TRD-VL,664462.905009903
2018,SAU,ITA,Total,XPRT-TRD-VL,753850.873698014
2019,SAU,ITA,Total,XPRT-TRD-VL,584435.64942
2020,SAU,ITA,Total,XPRT-TRD-VL,452900.07398
2021,SAU,ITA,Total,XPRT-TRD-VL,2038720.79143198
2002,SAU,GBR,Total,XPRT-TRD-VL,244614.972
2003,SAU,GBR,Total,XPRT-TRD-VL,103229.729
2004,SAU,GBR,Total,XPRT-TRD-VL,483227.537
2005,SAU,GBR,Total,XPRT-TRD-VL,410919.627
2006,SAU,GBR,Total,XPRT-TRD-VL,438593.288
2007,SAU,GBR,Total,XPRT-TRD-VL,439364.673
2008,SAU,GBR,Total,XPRT-TRD-VL,344603.364
2009,SAU,GBR,Total,XPRT-TRD-VL,298875.102
2010,SAU,GBR,Total,XPRT-TRD-VL,504574.764
2011,SAU,GBR,Total,XPRT-TRD-VL,673798.976
2012,SAU,GBR,Total,XPRT-TRD-VL,582344.728
2013,SAU,GBR,Total,XPRT-TRD-VL,823311.162
2014,SAU,GBR,Total,XPRT-TRD-VL,826500.376
2015,SAU,GBR,Total,XPRT-TRD-VL,645943.871985292
2016,SAU,GBR,Total,XPRT-TRD-VL,471656.43730627
2017,SAU,GBR,Total,XPRT-TRD-VL,555051.845691449
2018,SAU,GBR,Total,XPRT-TRD-VL,642992.751574084
2019,SAU,GBR,Total,XPRT-TRD-VL,218003.32655
2020,SAU,GBR,Total,XPRT-TRD-VL,374089.14733
2021,SAU,GBR,Total,XPRT-TRD-VL,2298384.35880706
2002,SAU,CAN,Total,XPRT-TRD-VL,28548.836
2003,SAU,CAN,Total,XPRT-TRD-VL,52786.733
2004,SAU,CAN,Total,XPRT-TRD-VL,20042.958
2005,SAU,CAN,Total,XPRT-TRD-VL,57151.784
2006,SAU,CAN,Total,XPRT-TRD-VL,12463.566
2007,SAU,CAN,Total,XPRT-TRD-VL,14281.113
2008,SAU,CAN,Total,XPRT-TRD-VL,13726.684
2009,SAU,CAN,Total,XPRT-TRD-VL,4199.6
2010,SAU,CAN,Total,XPRT-TRD-VL,16268.02
2011,SAU,CAN,Total,XPRT-TRD-VL,18425.89
2012,SAU,CAN,Total,XPRT-TRD-VL,23106.162
2013,SAU,CAN,Total,XPRT-TRD-VL,12956.283
2014,SAU,CAN,Total,XPRT-TRD-VL,16119.799
2015,SAU,CAN,Total,XPRT-TRD-VL,67732.4188179084
2016,SAU,CAN,Total,XPRT-TRD-VL,70490.34123011
2017,SAU,CAN,Total,XPRT-TRD-VL,91265.9750089973
2018,SAU,CAN,Total,XPRT-TRD-VL,147996.012899499
2019,SAU,CAN,Total,XPRT-TRD-VL,79294.7526
2020,SAU,CAN,Total,XPRT-TRD-VL,84556.07029
2021,SAU,CAN,Total,XPRT-TRD-VL,64438.2789223763
2002,SAU,MEX,Total,XPRT-TRD-VL,3653.605
2003,SAU,MEX,Total,XPRT-TRD-VL,6472.808
2004,SAU,MEX,Total,XPRT-TRD-VL,627.201
2005,SAU,MEX,Total,XPRT-TRD-VL,3792.538
2006,SAU,MEX,Total,XPRT-TRD-VL,6832.852
2007,SAU,MEX,Total,XPRT-TRD-VL,2713.478
2008,SAU,MEX,Total,XPRT-TRD-VL,33938.709
2009,SAU,MEX,Total,XPRT-TRD-VL,5836.289
2010,SAU,MEX,Total,XPRT-TRD-VL,25809.632
2011,SAU,MEX,Total,XPRT-TRD-VL,39004.582
2012,SAU,MEX,Total,XPRT-TRD-VL,38071.514
2013,SAU,MEX,Total,XPRT-TRD-VL,55318.736
2014,SAU,MEX,Total,XPRT-TRD-VL,15145.413
2015,SAU,MEX,Total,XPRT-TRD-VL,16260.5677670904
2016,SAU,MEX,Total,XPRT-TRD-VL,95475.74505143
2017,SAU,MEX,Total,XPRT-TRD-VL,18046.3464193396
